feature,label,category,score
u_component_of_wind_lev33,U wind 925 hPa,U wind,0.34114333
u_component_of_wind_lev36,U wind 1000 hPa,U wind,0.35072662
v_component_of_wind_lev08,V wind 50 hPa,V wind,0.050656685
v_component_of_wind_lev10,V wind 100 hPa,V wind,0.040922787
v_component_of_wind_lev12,V wind 150 hPa,V wind,0.034807239
v_component_of_wind_lev14,V wind 200 hPa,V wind,0.030972091
v_component_of_wind_lev16,V wind 250 hPa,V wind,0.030810675
v_component_of_wind_lev17,V wind 300 hPa,V wind,0.040500384
v_component_of_wind_lev19,V wind 400 hPa,V wind,0.056102987
v_component_of_wind_lev21,V wind 500 hPa,V wind,0.065119906
v_component_of_wind_lev23,V wind 600 hPa,V wind,0.088024756
v_component_of_wind_lev25,V wind 700 hPa,V wind,0.12282227
v_component_of_wind_lev30,V wind 850 hPa,V wind,0.21987004
v_component_of_wind_lev33,V wind 925 hPa,V wind,0.30390641
v_component_of_wind_lev36,V wind 1000 hPa,V wind,0.33455395
vertical_velocity_lev08,Vertical velocity 50 hPa,Vertical velocity,0.024514465
vertical_velocity_lev10,Vertical velocity 100 hPa,Vertical velocity,0.022178152
vertical_velocity_lev12,Vertical velocity 150 hPa,Vertical velocity,0.021664866
vertical_velocity_lev14,Vertical velocity 200 hPa,Vertical velocity,0.037828232
vertical_velocity_lev16,Vertical velocity 250 hPa,Vertical velocity,0.050166722
vertical_velocity_lev17,Vertical velocity 300 hPa,Vertical velocity,0.053876852
vertical_velocity_lev19,Vertical velocity 400 hPa,Vertical velocity,0.053716239
vertical_velocity_lev21,Vertical velocity 500 hPa,Vertical velocity,0.045065512
vertical_velocity_lev23,Vertical velocity 600 hPa,Vertical velocity,0.036040953
vertical_velocity_lev25,Vertical velocity 700 hPa,Vertical velocity,0.024413766
vertical_velocity_lev30,Vertical velocity 850 hPa,Vertical velocity,0.015492898
vertical_velocity_lev33,Vertical velocity 925 hPa,Vertical velocity,0.020757143
vertical_velocity_lev36,Vertical velocity 1000 hPa,Vertical velocity,0.023448983
