PC,pc_summary,seasonal_feature,correlation,abs_correlation
19,global_std_score,dayofyear,-0.11655115060846062,0.11655115060846062
19,global_std_score,hour,-0.21128843846262052,0.21128843846262052
20,global_mean_score,sin_year,-0.08407200968037686,0.08407200968037686
20,global_mean_score,cos_year,0.12233722213925033,0.12233722213925033
20,global_mean_score,sin_day,-0.07819396940041312,0.07819396940041312
20,global_mean_score,cos_day,0.13853222374052582,0.13853222374052582
20,global_mean_score,month,0.01102304264522678,0.01102304264522678
20,global_mean_score,dayofyear,0.01073872842753567,0.01073872842753567
20,global_mean_score,hour,-0.4597993800614701,0.4597993800614701
20,global_absmean_score,sin_year,0.04932594124737427,0.04932594124737427
20,global_absmean_score,cos_year,-0.1709445007010722,0.1709445007010722
20,global_absmean_score,sin_day,-0.2514113463949543,0.2514113463949543
20,global_absmean_score,cos_day,-0.07802679844787712,0.07802679844787712
20,global_absmean_score,month,-0.05349881807903637,0.05349881807903637
20,global_absmean_score,dayofyear,-0.061820470405084496,0.061820470405084496
20,global_absmean_score,hour,0.222716541116123,0.222716541116123
20,global_std_score,sin_year,-0.0561292026481323,0.0561292026481323
20,global_std_score,cos_year,0.012697365518352577,0.012697365518352577
20,global_std_score,sin_day,-0.37761994017711,0.37761994017711
20,global_std_score,cos_day,-0.24073037677699016,0.24073037677699016
20,global_std_score,month,0.01768526017545399,0.01768526017545399
20,global_std_score,dayofyear,0.008441431369016464,0.008441431369016464
20,global_std_score,hour,0.3416138697917197,0.3416138697917197
21,global_mean_score,sin_year,0.5381270047480368,0.5381270047480368
21,global_mean_score,cos_year,0.28967354077619295,0.28967354077619295
21,global_mean_score,sin_day,-0.10833870776384746,0.10833870776384746
21,global_mean_score,cos_day,0.21853503767220114,0.21853503767220114
21,global_mean_score,month,-0.36169953446675257,0.36169953446675257
21,global_mean_score,dayofyear,-0.35663165325730356,0.35663165325730356
21,global_mean_score,hour,-0.37119572758508496,0.37119572758508496
21,global_absmean_score,sin_year,0.3430585539439272,0.3430585539439272
21,global_absmean_score,cos_year,0.17381306427975832,0.17381306427975832
21,global_absmean_score,sin_day,-0.027640132963855268,0.027640132963855268
21,global_absmean_score,cos_day,-0.27662065652388396,0.27662065652388396
21,global_absmean_score,month,-0.09536129570031003,0.09536129570031003
21,global_absmean_score,dayofyear,-0.08562229742249117,0.08562229742249117
21,global_absmean_score,hour,0.09542399538929347,0.09542399538929347
