target,n_features,alpha,r2_test,rmse_test,corr_test,n_train,n_test,n_selected
q1000,400,1.0,0.8784627914428711,0.0019836102538042717,0.9372935566302362,13795974,14891868,400
w50,5,1.0,0.0007593035697937012,0.010251942656606707,0.02776733983008136,13795974,14891868,5
w50,10,1.0,0.0016448497772216797,0.010247399118846354,0.0412071114902095,13795974,14891868,10
w50,25,1.0,0.004132747650146484,0.010234622690132807,0.06543754857089344,13795974,14891868,25
w50,50,1.0,0.0071582794189453125,0.010219064196452127,0.08560556327569131,13795974,14891868,50
w50,100,1.0,0.013771474361419678,0.010184973452461043,0.11856347799733534,13795974,14891868,100
w50,200,1.0,0.02880704402923584,0.010107037345740349,0.17105379496919149,13795974,14891868,200
w50,400,1.0,0.07580292224884033,0.009859466434659708,0.27649326681480124,13795974,14891868,400
w250,5,1.0,0.04437994956970215,0.10266634897232185,0.21068153014112734,13795974,14891868,5
w250,10,1.0,0.05551522970199585,0.10206644038473876,0.2356415458923591,13795974,14891868,10
w250,25,1.0,0.08255541324615479,0.10059477480241628,0.2873441155417427,13795974,14891868,25
w250,50,1.0,0.12898647785186768,0.09801621850684034,0.359163657274346,13795974,14891868,50
w250,100,1.0,0.17454808950424194,0.09541823841952796,0.41780432657672245,13795974,14891868,100
w250,200,1.0,0.2666623592376709,0.08993680944303557,0.5164060984111881,13795974,14891868,200
w250,400,1.0,0.3807039260864258,0.08264843899771669,0.6170839048641821,13795974,14891868,400
w500,5,1.0,0.0472182035446167,0.1756178732440776,0.21736419111255278,13795974,14891868,5
w500,10,1.0,0.06649035215377808,0.17383266828793192,0.2578828519526299,13795974,14891868,10
w500,25,1.0,0.09452623128890991,0.17120243282897127,0.3074866421780788,13795974,14891868,25
w500,50,1.0,0.16419923305511475,0.1644838915970255,0.40522227721911697,13795974,14891868,50
w500,100,1.0,0.24119418859481812,0.15672465589012124,0.49116895780201086,13795974,14891868,100
w500,200,1.0,0.2989450693130493,0.15064267303139753,0.5467871586823803,13795974,14891868,200
