pc_name,pc_index,total_timesteps,top1_variable,top1_mean_abs_r,top1_wins,top1_count,top2_variable,top2_mean_abs_r,top2_wins,top2_count,top3_variable,top3_mean_abs_r,top3_wins,top3_count
PC_1,1,1453,land_sea_mask,0.7606249879084205,1453,1453,specific_humidity_lev35,0.5619062426495536,0,1453,specific_humidity_lev34,0.5596823735394645,0,1453
PC_2,2,1453,specific_humidity_lev26,0.5385156493513484,1228,1453,specific_humidity_lev27,0.5282567963670716,66,1453,specific_humidity_lev25,0.5272892502899919,151,1453
PC_3,3,1453,temperature_lev11,0.5922041767150553,418,1453,temperature_lev10,0.5900826413961254,282,1453,temperature_lev18,0.5880380457258192,140,1453
PC_4,4,1453,latitude,0.4269710071154159,222,1453,latitude_sin,0.4263542112160451,593,1453,u_component_of_wind_lev00,0.2945985871504403,66,1453
PC_5,5,1453,latitude_sin,0.45663935311154014,979,1453,latitude,0.44809140571625744,182,1453,u_component_of_wind_lev00,0.3316466966495907,48,1453
PC_6,6,1453,v_component_of_wind_lev36,0.2160662403900666,431,1453,10m_v_component_of_wind,0.21227090931205875,149,1453,v_component_of_wind_lev35,0.210264124947934,20,1453
PC_7,7,1453,geopotential_lev31,0.3302067259591937,164,1453,geopotential_lev32,0.32940432394445146,217,1453,geopotential_lev30,0.3283664157635905,74,1453
PC_8,8,1453,specific_humidity_lev24,0.2526045883226953,262,1453,specific_humidity_lev23,0.2521181471815047,375,1453,specific_humidity_lev32,0.24837477623657447,499,1453
PC_9,9,1453,u_component_of_wind_lev36,0.3507266196910053,411,1453,10m_u_component_of_wind,0.3486098305406196,212,1453,u_component_of_wind_lev35,0.34529808324653366,6,1453
PC_10,10,1453,v_component_of_wind_lev36,0.4572066348622933,529,1453,10m_v_component_of_wind,0.45600701280897105,372,1453,v_component_of_wind_lev35,0.45440939957941306,284,1453
PC_11,11,1453,u_component_of_wind_lev24,0.2180223047543581,212,1453,u_component_of_wind_lev25,0.21569887364343454,169,1453,u_component_of_wind_lev23,0.21398153316283422,122,1453
PC_12,12,1453,u_component_of_wind_lev21,0.3841525847162777,382,1453,u_component_of_wind_lev20,0.3838531379443731,350,1453,u_component_of_wind_lev22,0.3786422371125927,196,1453
PC_13,13,1453,u_component_of_wind_lev36,0.2027970098282088,311,1453,10m_u_component_of_wind,0.20104661454169076,92,1453,u_component_of_wind_lev35,0.19611061258524842,23,1453
PC_14,14,1453,temperature_lev11,0.21071095998835698,217,1453,temperature_lev10,0.2070414413615313,57,1453,specific_humidity_lev35,0.20483796180822647,0,1453
PC_15,15,1453,v_component_of_wind_lev36,0.1976646906494356,307,1453,geopotential_at_surface,0.1971383139809,478,1453,v_component_of_wind_lev35,0.19445210601942176,30,1453
PC_16,16,1453,geopotential_at_surface,0.19373330868221691,356,1453,local_time_sin,0.18111399853703325,4,1453,land_sea_mask,0.17478397568281503,467,1453
PC_17,17,1453,temperature_lev35,0.25452262333402614,572,1453,temperature_lev36,0.25259397702428776,91,1453,temperature_lev34,0.24923279475361745,40,1453
PC_18,18,1453,u_component_of_wind_lev25,0.2702837785461075,347,1453,u_component_of_wind_lev24,0.26962846961110853,262,1453,u_component_of_wind_lev26,0.2636293832158845,108,1453
PC_19,19,1453,u_component_of_wind_lev15,0.2571888554838716,442,1453,u_component_of_wind_lev16,0.2549647922997465,406,1453,u_component_of_wind_lev14,0.25374100734181676,195,1453
PC_20,20,1453,u_component_of_wind_lev12,0.18969602718286238,252,1453,u_component_of_wind_lev13,0.18938281736280563,193,1453,geopotential_at_surface,0.1851660699031719,486,1453
PC_21,21,1453,geopotential_at_surface,0.24282859406303883,709,1453,v_component_of_wind_lev21,0.20319820610781988,40,1453,v_component_of_wind_lev20,0.20094921091713744,30,1453
PC_22,22,1453,u_component_of_wind_lev26,0.23159861171852697,425,1453,u_component_of_wind_lev25,0.2315945009978492,387,1453,u_component_of_wind_lev27,0.22817020252582867,144,1453
PC_23,23,1453,v_component_of_wind_lev22,0.3111535170245646,576,1453,v_component_of_wind_lev23,0.30950566997055506,427,1453,v_component_of_wind_lev21,0.30659909126927587,279,1453
PC_24,24,1453,v_component_of_wind_lev30,0.16048741144886405,195,1453,v_component_of_wind_lev29,0.159737906063005,166,1453,v_component_of_wind_lev28,0.14895853039238754,8,1453
PC_25,25,1453,v_component_of_wind_lev25,0.18727280092871115,252,1453,v_component_of_wind_lev24,0.18684255444051803,266,1453,v_component_of_wind_lev23,0.17428800654427726,5,1453
PC_26,26,1453,latitude,0.16816533535061287,243,1453,latitude_sin,0.16703480632371748,285,1453,v_component_of_wind_lev28,0.1512575855815792,88,1453
PC_27,27,1453,temperature_lev15,0.20425322869534912,227,1453,temperature_lev14,0.19153706469789086,253,1453,local_time_sin,0.18770577334455957,1,1453
PC_28,28,1453,v_component_of_wind_lev17,0.2254933896644396,449,1453,v_component_of_wind_lev16,0.22523168384187892,428,1453,v_component_of_wind_lev15,0.2147550389570609,39,1453
PC_29,29,1453,local_time_cos,0.1717349796205649,81,1453,toa_incident_solar_radiation,0.16117843241436908,345,1453,u_component_of_wind_lev14,0.12340348109605973,91,1453
PC_30,30,1453,local_time_sin,0.2555270770235219,8,1453,longitude_sin,0.19383395181940605,699,1453,longitude_cos,0.1904338397306319,660,1453
PC_31,31,1453,v_component_of_wind_lev15,0.2266984665272815,418,1453,v_component_of_wind_lev16,0.22449056774439355,273,1453,v_component_of_wind_lev14,0.22015084310371302,151,1453
PC_32,32,1453,local_time_sin,0.16719422130271824,56,1453,specific_humidity_lev23,0.15440553440002525,362,1453,specific_humidity_lev22,0.14822662858691413,97,1453
PC_33,33,1453,v_component_of_wind_lev14,0.11719010299844353,91,1453,v_component_of_wind_lev13,0.1156290556430427,61,1453,v_component_of_wind_lev15,0.11338423519457465,59,1453
PC_34,34,1453,temperature_lev16,0.22598153071738242,234,1453,temperature_lev15,0.22289118223297374,234,1453,geopotential_lev09,0.21727667541255313,52,1453
PC_35,35,1453,v_component_of_wind_lev14,0.1623821698093283,271,1453,v_component_of_wind_lev15,0.16004701419198258,205,1453,v_component_of_wind_lev13,0.15363538774154717,66,1453
PC_36,36,1453,local_time_sin,0.2756626280889951,106,1453,temperature_lev14,0.20698879790701952,132,1453,temperature_lev13,0.1998340854496892,156,1453
PC_37,37,1453,specific_humidity_lev21,0.11256793343896064,346,1453,geopotential_lev06,0.10829144148980488,44,1453,temperature_lev07,0.10738448805089276,86,1453
PC_38,38,1453,toa_incident_solar_radiation,0.09078019163973304,274,1453,u_component_of_wind_lev11,0.08128211849405023,125,1453,u_component_of_wind_lev12,0.07974573024955753,119,1453
PC_39,39,1453,temperature_lev14,0.16394871685728277,433,1453,total_precipitation_6hr,0.1387480407573811,238,1453,temperature_lev15,0.13340217428469706,41,1453
PC_40,40,1453,temperature_lev14,0.20023933298249985,438,1453,temperature_lev13,0.18742103133214727,318,1453,geopotential_lev07,0.18152032711524654,61,1453
PC_41,41,1453,latitude_sin,0.18965951205845955,359,1453,latitude,0.18939319731401608,196,1453,temperature_lev14,0.18257171077872014,49,1453
PC_42,42,1453,toa_incident_solar_radiation,0.1693514300446511,624,1453,local_time_cos,0.148113584756413,26,1453,longitude_cos,0.10636391917753008,63,1453
PC_43,43,1453,v_component_of_wind_lev13,0.18405333610029773,657,1453,v_component_of_wind_lev12,0.17813862879175363,390,1453,v_component_of_wind_lev14,0.17402302598899919,92,1453
PC_44,44,1453,vertical_velocity_lev25,0.10490127257536136,67,1453,vertical_velocity_lev26,0.10256003858284424,15,1453,vertical_velocity_lev24,0.1009046169384386,10,1453
PC_45,45,1453,specific_humidity_lev23,0.12967062249110453,188,1453,mean_sea_level_pressure,0.1282139626987996,149,1453,specific_humidity_lev24,0.1268159353413189,6,1453
PC_46,46,1453,temperature_lev14,0.13416954029430952,165,1453,temperature_lev15,0.1230811392516667,37,1453,specific_humidity_lev04,0.11982813648300876,44,1453
PC_47,47,1453,temperature_lev14,0.17545834923911705,319,1453,temperature_lev13,0.16176651485514437,185,1453,temperature_lev15,0.13724479052887575,25,1453
PC_48,48,1453,geopotential_lev07,0.13583534952517182,147,1453,geopotential_lev06,0.13312722544691538,73,1453,geopotential_lev08,0.13207636917659246,105,1453
PC_49,49,1453,mean_sea_level_pressure,0.13477853255710256,168,1453,geopotential_lev36,0.133913222289038,129,1453,geopotential_lev35,0.12941047006444278,28,1453
PC_50,50,1453,temperature_lev16,0.12749106932181642,113,1453,temperature_lev15,0.1264496785076391,321,1453,specific_humidity_lev17,0.12253129487036467,208,1453
PC_51,51,1453,u_component_of_wind_lev08,0.14332594445444122,233,1453,u_component_of_wind_lev09,0.13528935041213544,160,1453,latitude,0.12834880490395859,149,1453
PC_52,52,1453,latitude_sin,0.13720374916527797,80,1453,latitude,0.13615303671318324,205,1453,v_component_of_wind_lev11,0.1206108443233898,97,1453
PC_53,53,1453,temperature_lev14,0.17732174720048535,77,1453,u_component_of_wind_lev11,0.17674488423663626,197,1453,u_component_of_wind_lev10,0.1740889951943358,110,1453
PC_54,54,1453,temperature_lev08,0.1294572775484203,159,1453,temperature_lev09,0.12854684815368192,271,1453,geopotential_lev06,0.1203124607394495,37,1453
PC_55,55,1453,temperature_lev08,0.1354650386571841,159,1453,local_time_sin,0.13364356052782964,145,1453,temperature_lev09,0.1284127548193747,189,1453
PC_56,56,1453,temperature_lev15,0.12977710166251888,107,1453,temperature_lev16,0.12312630044177064,57,1453,temperature_lev30,0.11703055666570615,6,1453
PC_57,57,1453,v_component_of_wind_lev12,0.17334384098905412,394,1453,v_component_of_wind_lev11,0.16598689680597287,266,1453,v_component_of_wind_lev13,0.15319016862965745,27,1453
PC_58,58,1453,latitude_sin,0.09184468434753706,105,1453,latitude,0.09178299002053218,65,1453,u_component_of_wind_lev08,0.08047125927932708,153,1453
PC_59,59,1453,u_component_of_wind_lev11,0.22643387045042912,917,1453,u_component_of_wind_lev10,0.20569891359886835,94,1453,u_component_of_wind_lev12,0.19239355575060793,0,1453
PC_60,60,1453,toa_incident_solar_radiation,0.1378813166859068,568,1453,local_time_cos,0.10455932150585596,9,1453,latitude,0.10209141570993963,161,1453
PC_61,61,1453,specific_humidity_lev23,0.09685888739422295,189,1453,v_component_of_wind_lev11,0.09661798504607769,124,1453,v_component_of_wind_lev12,0.09272727304595252,142,1453
PC_62,62,1453,u_component_of_wind_lev11,0.134455126151755,202,1453,local_time_sin,0.1278858495874911,3,1453,u_component_of_wind_lev10,0.12331722301949541,91,1453
PC_63,63,1453,temperature_lev10,0.10793684198716091,91,1453,temperature_lev11,0.10716983979612033,154,1453,specific_humidity_lev34,0.10473863877124524,14,1453
PC_64,64,1453,v_component_of_wind_lev11,0.2065621761211591,1061,1453,v_component_of_wind_lev10,0.18816901027838362,223,1453,v_component_of_wind_lev12,0.14763350929252173,1,1453
PC_65,65,1453,local_time_cos,0.12628653752264205,0,1453,toa_incident_solar_radiation,0.12132561897419676,234,1453,longitude_cos,0.11007617770184068,134,1453
PC_66,66,1453,local_time_cos,0.10202871661122724,48,1453,latitude_sin,0.07681024284449045,177,1453,latitude,0.07545233689705219,21,1453
PC_67,67,1453,v_component_of_wind_lev10,0.14188892291237057,260,1453,v_component_of_wind_lev11,0.13451538760925233,86,1453,temperature_lev33,0.12082471906075143,13,1453
PC_68,68,1453,vertical_velocity_lev20,0.1088846964554583,147,1453,vertical_velocity_lev21,0.10824463783243526,112,1453,vertical_velocity_lev19,0.0984801177809711,0,1453
PC_69,69,1453,geopotential_lev36,0.12053000116118288,269,1453,geopotential_lev35,0.11713825909940095,51,1453,mean_sea_level_pressure,0.11553244210009467,22,1453
PC_70,70,1453,v_component_of_wind_lev10,0.1671515516879092,404,1453,v_component_of_wind_lev11,0.15872361913358016,250,1453,v_component_of_wind_lev09,0.1302271617405983,30,1453
PC_71,71,1453,u_component_of_wind_lev10,0.11119574859909968,154,1453,u_component_of_wind_lev13,0.10110784822000358,62,1453,u_component_of_wind_lev14,0.09773518772881847,6,1453
PC_72,72,1453,v_component_of_wind_lev13,0.09447754148177304,100,1453,v_component_of_wind_lev14,0.09123741235507385,42,1453,u_component_of_wind_lev06,0.08316194980915399,128,1453
PC_73,73,1453,specific_humidity_lev16,0.0801686383226578,104,1453,specific_humidity_lev17,0.0798671966758656,103,1453,specific_humidity_lev15,0.07938462526276725,52,1453
PC_74,74,1453,specific_humidity_lev23,0.1098509369005624,307,1453,specific_humidity_lev24,0.10885205311076242,0,1453,specific_humidity_lev25,0.10860206999543869,1,1453
PC_75,75,1453,specific_humidity_lev20,0.0956189377164963,222,1453,v_component_of_wind_lev20,0.0927396339453444,59,1453,v_component_of_wind_lev21,0.0927368286549686,68,1453
PC_76,76,1453,u_component_of_wind_lev01,0.08950544700219162,45,1453,u_component_of_wind_lev02,0.08904819524127357,102,1453,u_component_of_wind_lev00,0.08832163083900774,62,1453
PC_77,77,1453,latitude,0.11708668048685814,83,1453,latitude_sin,0.11703395150399289,136,1453,land_sea_mask,0.10563620203991882,170,1453
PC_78,78,1453,local_time_cos,0.12418782057052162,7,1453,specific_humidity_lev05,0.12151870344871464,125,1453,toa_incident_solar_radiation,0.11776869297894493,212,1453
PC_79,79,1453,toa_incident_solar_radiation,0.1136669092291661,249,1453,2m_temperature,0.1125815063843074,244,1453,geopotential_lev06,0.1063978550520598,44,1453
PC_80,80,1453,specific_humidity_lev16,0.13522404387971,615,1453,specific_humidity_lev15,0.12832155415398666,104,1453,specific_humidity_lev14,0.10312259036012306,0,1453
PC_81,81,1453,specific_humidity_lev18,0.11326580630142322,260,1453,specific_humidity_lev17,0.10534342482024757,38,1453,specific_humidity_lev15,0.10399971655079657,68,1453
PC_82,82,1453,vertical_velocity_lev23,0.0796890460981565,31,1453,vertical_velocity_lev24,0.07736880645919937,3,1453,vertical_velocity_lev22,0.07594897768076275,1,1453
PC_83,83,1453,vertical_velocity_lev36,0.10143400003921021,85,1453,temperature_lev14,0.09962433655058045,36,1453,v_component_of_wind_lev28,0.09531356641062563,18,1453
PC_84,84,1453,specific_humidity_lev16,0.10690521995712958,256,1453,specific_humidity_lev17,0.10530807660410961,126,1453,specific_humidity_lev15,0.09808581133577149,13,1453
PC_85,85,1453,temperature_lev08,0.087914369171414,188,1453,temperature_lev09,0.08354874814792557,113,1453,temperature_lev12,0.08211082054813627,76,1453
PC_86,86,1453,geopotential_lev36,0.08155030146017371,141,1453,mean_sea_level_pressure,0.08089568383447171,123,1453,geopotential_lev35,0.08026623340036014,17,1453
PC_87,87,1453,geopotential_lev32,0.08469388384256883,9,1453,geopotential_lev31,0.08458375360313812,13,1453,geopotential_lev33,0.08454821924137866,8,1453
PC_88,88,1453,toa_incident_solar_radiation,0.09621876252328034,292,1453,vertical_velocity_lev17,0.09034740762478696,67,1453,vertical_velocity_lev16,0.08486042625936747,25,1453
PC_89,89,1453,v_component_of_wind_lev11,0.08086453128730829,172,1453,v_component_of_wind_lev10,0.07557694355929008,72,1453,specific_humidity_lev08,0.065414657683864,106,1453
PC_90,90,1453,toa_incident_solar_radiation,0.09899150421093203,394,1453,v_component_of_wind_lev21,0.09061998428606363,113,1453,v_component_of_wind_lev22,0.08912292990964278,67,1453
PC_91,91,1453,v_component_of_wind_lev11,0.12533458524030433,637,1453,v_component_of_wind_lev10,0.09618931009950601,43,1453,v_component_of_wind_lev12,0.09600331641541998,17,1453
PC_92,92,1453,specific_humidity_lev01,0.07991928584598842,72,1453,specific_humidity_lev00,0.07919612075107224,129,1453,specific_humidity_lev08,0.07891338715229695,69,1453
PC_93,93,1453,specific_humidity_lev34,0.09227212182689186,9,1453,specific_humidity_lev10,0.09168613106672138,87,1453,specific_humidity_lev35,0.09121301985571101,14,1453
PC_94,94,1453,specific_humidity_lev19,0.11023211527772181,272,1453,v_component_of_wind_lev23,0.10969993083674336,185,1453,specific_humidity_lev20,0.1062047287754228,167,1453
PC_95,95,1453,temperature_lev18,0.07767573050821092,10,1453,temperature_lev22,0.07677509072695007,11,1453,specific_humidity_lev05,0.07623990476835199,79,1453
PC_96,96,1453,specific_humidity_lev33,0.08054479598742667,132,1453,specific_humidity_lev32,0.08015584003987021,95,1453,toa_incident_solar_radiation,0.0779852114056339,193,1453
PC_97,97,1453,specific_humidity_lev15,0.09583258135354016,96,1453,specific_humidity_lev16,0.09578461988415464,112,1453,specific_humidity_lev14,0.09110156094547993,34,1453
PC_98,98,1453,vertical_velocity_lev25,0.10366642818044607,208,1453,vertical_velocity_lev24,0.10339631303037271,144,1453,vertical_velocity_lev23,0.09388798256311758,0,1453
PC_99,99,1453,toa_incident_solar_radiation,0.06595602460027067,158,1453,specific_humidity_lev18,0.06556127405388833,50,1453,temperature_lev13,0.06453326140191627,65,1453
PC_100,100,1453,v_component_of_wind_lev18,0.16087567693946778,569,1453,v_component_of_wind_lev17,0.16080243055851642,605,1453,v_component_of_wind_lev19,0.15265766021020644,72,1453
PC_101,101,1453,v_component_of_wind_lev10,0.09831502412382388,302,1453,vertical_velocity_lev25,0.08991660048681357,122,1453,vertical_velocity_lev26,0.08694832035034629,23,1453
PC_102,102,1453,geopotential_at_surface,0.09836080808548868,58,1453,geopotential_lev08,0.0972416977498018,78,1453,geopotential_lev09,0.0967829665406277,27,1453
PC_103,103,1453,temperature_lev10,0.10151795051037382,177,1453,specific_humidity_lev23,0.09877671460408419,145,1453,temperature_lev11,0.09218364564492158,40,1453
PC_104,104,1453,v_component_of_wind_lev26,0.09152835970943991,85,1453,v_component_of_wind_lev27,0.09089291593058615,78,1453,v_component_of_wind_lev28,0.08821444850678108,18,1453
PC_105,105,1453,specific_humidity_lev11,0.06178807618850316,70,1453,u_component_of_wind_lev10,0.06047929067143668,43,1453,specific_humidity_lev13,0.05922271197947428,33,1453
PC_106,106,1453,specific_humidity_lev27,0.08769021126586997,96,1453,u_component_of_wind_lev36,0.08765542243805251,158,1453,specific_humidity_lev01,0.08559045766786769,151,1453
PC_107,107,1453,specific_humidity_lev10,0.11816490215428314,452,1453,u_component_of_wind_lev11,0.07719935049733304,104,1453,specific_humidity_lev09,0.07295645084304,35,1453
PC_108,108,1453,latitude,0.0956058173591284,267,1453,latitude_sin,0.08968913732247355,5,1453,temperature_lev06,0.08951383535926276,57,1453
PC_109,109,1453,toa_incident_solar_radiation,0.10581251644204193,227,1453,specific_humidity_lev16,0.10483539304981654,113,1453,specific_humidity_lev15,0.10263202749377193,93,1453
PC_110,110,1453,vertical_velocity_lev17,0.08703658778056328,112,1453,vertical_velocity_lev16,0.08434516340699265,54,1453,vertical_velocity_lev15,0.07596862426313526,1,1453
PC_111,111,1453,mean_sea_level_pressure,0.10254207655544162,211,1453,geopotential_lev36,0.09909078012110316,14,1453,geopotential_lev35,0.0962304792944006,23,1453
PC_112,112,1453,u_component_of_wind_lev06,0.09250019152536539,100,1453,u_component_of_wind_lev07,0.09097447633612368,64,1453,specific_humidity_lev18,0.0861819139590444,195,1453
PC_113,113,1453,temperature_lev10,0.10207950708529644,87,1453,temperature_lev08,0.10089790118218936,62,1453,temperature_lev09,0.09956082992733868,41,1453
PC_114,114,1453,vertical_velocity_lev25,0.08644767985624727,216,1453,vertical_velocity_lev24,0.07988204139798202,7,1453,vertical_velocity_lev26,0.0791108041933782,0,1453
PC_115,115,1453,specific_humidity_lev17,0.09813522873514448,303,1453,specific_humidity_lev16,0.09577909932176597,18,1453,vertical_velocity_lev36,0.08872493688758727,36,1453
PC_116,116,1453,specific_humidity_lev17,0.09758710411999548,143,1453,specific_humidity_lev16,0.09757252008920728,217,1453,specific_humidity_lev15,0.08764064333347378,19,1453
PC_117,117,1453,vertical_velocity_lev35,0.10944285573974939,66,1453,vertical_velocity_lev34,0.10925474708049936,175,1453,vertical_velocity_lev33,0.10601127467644436,148,1453
PC_118,118,1453,latitude_sin,0.10291482487788312,129,1453,latitude,0.09548274382479328,0,1453,specific_humidity_lev18,0.09074357345157337,290,1453
PC_119,119,1453,geopotential_lev08,0.08140539678322176,41,1453,geopotential_lev07,0.0810139473270788,36,1453,geopotential_lev06,0.08004026981539744,10,1453
PC_120,120,1453,specific_humidity_lev10,0.1338715056984263,588,1453,v_component_of_wind_lev20,0.12058761868695103,341,1453,v_component_of_wind_lev19,0.11606045679303997,62,1453
PC_121,121,1453,specific_humidity_lev05,0.0966132414262669,70,1453,specific_humidity_lev04,0.09599235142328864,109,1453,specific_humidity_lev03,0.09244067145746301,34,1453
